node,score
H_Holmes,0
Lynn_Luecke,0
Environmental_and_Resource_Economics,0
R._Woodard,0
Lost_water_and_nitrogen_resources_due_to_EU_consumer_food_waste,0
Still_blaming_the_consumer?_Geographies_of_responsibility_in_domestic_food_safety_practices,0
Lauren_G._Block,0
Daniel_Brian_Ryland,0
R._Swannell,0
Matthew_Hengesbaugh,0
V_Costarelli,0
Wageningen_University,0
P_Chandon,0
Household_food_waste_and_eating_behavior:_empirical_survey,0
Christina_Holweg,0
"Fakhoury,_J..",0
Complementarity_vs_substitutability_in_waste_management_behaviors,0
"Environmental_profile,_packaging_intensity_and_food_waste_generation_for_three_types_of_dinner_meals",0
Science_of_The_Total_Environment,0
Can_social_media_be_a_tool_for_reducing_consumers’_food_waste?_A_behaviour_change_experiment_by_a_UK_retailer,0
Gabriela_Clemente,0
W_Xu,0
Food_loss_and_waste_is_a_big_challenge_of_our_time,0
R_David,0
M_Masson,0
Francesco_Marangon,0
Focus_Groups,0
Dernini,0
A_Plan_for_Public_Procurement_of_Food_and_Catering_Services,0
food_loss_and_waste_challenges_and_opportunities,0
JM_Swigert,0
The_State_of_America’s_Wasted_Food_and_Opportunities_to_Make_a_Difference,0
"Household_recycling_knowledge,_attitudes_and_practices_towards_solid_waste_management",0
Ana_Alina_Tudoran,0
Taste_the_Waste_–_Constructing_New_Moralities_Through_Taboo_Consumption,0
D_Mercer,0
"Kolokotroni,_M.",0
http://www.w3.org/2001/XMLSchema#int,0
Hanna_Hartikainen,0
Food_waste_generation_and_industrial_uses:_A_review,0
"The_Secretary_of_State_for_Environment,_Food_and_Rural_Affairs",0
Juha_Grönroos,0
Greenhouse_Gas_Emission_Estimates_of_U.S._Dietary_Choices_and_Food_Loss,0
Ben_Lowe,0
Alessandro_Crociata,0
"Guillaume,_J.H.",0
Journal_of_Experimental_Psychology:_Applied,0
Determining_and_Addressing_Food_Plate_Waste_in_a_Group_of_Students_at_the_University_of_Jordan,0
Defining_scenarios_to_food_waste_reduction:_seeking_for_consensus_among_food_supply_stakeholders,0
£500000,0
Stephen_D._Portera,0
Crang,0
"Al-Domi,_H.",0
The_effectiveness_of_advice_and_actions_in_reducing_food_waste,0
Rolling_out_anti-food_waste_app,0
M_Foth,0
Factors_Influencing_Environmental_Attitudes_and_Behaviors:_A_U.K._Case_Study_of_Household_Waste_Management,0
"Rahimifard,",0
Vincenzo_Torretta,0
The_implications_of_food_waste_generation_on_climate_change:_The_case_of_Greece,0
What_a_Waste!_A_Study_of_Food_Wastage_Behavior_in_Singapore,0
Elena_Maria_Rodriguez,0
What_motivates_households_recycling_behaviour_in_recycling_schemes_of_different_maturity?_Lessons_from_Lithuania_and_Sweden,0
Retailers_and_suppliers,0
The_Role_of_Nudges_in_Reducing_Food_Waste,0
"Waste_not,_want_not,_emit_less",0
hospitality_and_food_service_food_waste,0
president,0
V,0
"Brooks,_J.",0
"Case_Study,_LCA,_Waste_Composition_Analysis",0
Measuring_the_Impacts_of_a_Save_Food_Campaign_to_Reduce_Food_Waste_on_Campus_in_Thailand,0
Food_for_Thought?—A_UK_pilot_study_testing_a_methodology_for_compositional_domestic_food_waste_analysis,0
"Bidoglio,_G..",0
Household_waste_prevention—a_review_of_evidence,0
Kitchen_food_waste_cannot_be_composted_in_open_windrows.,0
George_C._Davis,0
Promotion,0
Morrisons,0
Ken_Murphy,0
Mark_Pawsey,0
Lim,0
2008-01-01T00:00:00,0
G_Porpino,0
K_Abeliotis,0
"Margni,_M..",0
"Dolech,_D..",0
Mikołaj_Czajkowski,0
Per-Arne_Tufte,0
Appetite,0
A_Management_Framework_for_Municipal_Solid_Waste_Systems_and_Its_Application_to_Food_Waste_Prevention,0
Industry,0
Consideration_of_food_wastage_along_the_supply_chain_in_lifecycle_assessments:_A_mini-review_based_on_the_case_of_tomatoes,0
"The_performativity_of_food_packaging:_market_devices,_waste_crisis_and_recycling",0
Strategies_to_reduce_food_loss_and_waste_can_deliver_multiple_benefits,0
Reduction_of_food_waste_generation_in_the_hospitality_industry,0
Pro-environmental_purchase_behaviour:_The_role_of_consumers'_biospheric_values,0
Source_segregation_of_food_waste_in_office_areas:_Factors_affecting_waste_generation_rates_and_quality,0
Hans_De_Steur,0
Journal_of_the_Academy_of_Nutrition_and_Dietetics,0
Texas_A&M_University,0
Jayson_Lusk,0
Climate_labelling_and_the_importance_of_increased_vegetable_consumption,0
Sabrina_Mobius,0
Jens_Lansche,0
M_Smiechowska,0
Kirsi_Silvennoinen,0
"Milford,_A.B.",0
Announcing,0
Current_Opinion_in_Food_Science,0
"Intersect:_The_Stanford_Journal_of_Science,_Technology_and_Society",0
Fulvio_Ardente,0
Vicki_Mavrakis,0
5,0
Mariangela_Zoli,0
Chiara_Bresciani,0
warning,0
The_Garbage_Project_Revisited:_From_a_20th_Century_Archaeology_of_Food_Waste_to_a_Contemporary_Study_of_Food_Packaging_Waste,0
Carlos_Menaa,0
Jessica_Aschemann-Witzel,0
University_of_Surrey,0
MC_Milli,0
TA_Chen,0
Dumpster_Dinners:_An_Ethnographic_Study_of_Freeganism,0
Afton_Halloran,0
Calitatea,0
Tim_Lang,0
Franziska_Stoessel,0
Ranjit_Singh,0
"Egypt,_Lebanon,_Morocco,_Tunisia",0
Food_waste_in_Australian_households:_Why_does_it_occur,0
Rachael_Wakefield-Rann,0
EL_Melbye,0
Andrius_Plepys,0
Frontiers_in_Environmental_Science,0
Just_eating_healthier_is_not_enough:_studying_the_environmental_impact_of_different_diet_scenarios_for_Dutch_women_(31–50_years_old)_by_linear_programming,0
C_Vogliano,0
Research_on_Factors_Influencing_Municipal_Household_Solid_Waste_Separate_Collection:_Bayesian_Belief_Networks,0
Journal_of_International_Food_&_Agribusiness_Marketing,0
"Koivupuro,_H.K.",0
"New_Zealand’s_Food_Waste:_Estimating_the_Tonnes,_Value,_Calories_and_Resources_Wasted",0
C_Cicatiello,0
Small_businesses,0
Travis_Lee,0
Sustainability_of_insect_use_for_feed_and_food:_Life_Cycle_Assessment_perspective,0
I_de_Hooge,0
Consumer_food_waste_behaviour_in_universities:_Sharing_as_a_means_of,0
Gary_Goggins,0
PR_Ghosh,0
J_Parente,0
"OECD_Food,_Agriculture_and_Fisheries_Papers_No._75",0
Capacity building and training to participating Member States in measuring food waste,0
S_Kallbekken,0
American_Journal_of_Applied_Sciences,0
Environmental_impacts_of_food_losses_along_the_entire_Swiss_potato_supply_chain–Current_situation_and_reduction_potentials,0
Anders_Gustafsson,0
"Food_waste,_catering_practices_and_public_procurement:_A_case_study_of_hospital_food_systems_in_Wales.",0
Swedish_University_of_Agricultural_Sciences,0
launch,0
http://www.w3.org/2001/XMLSchema#normalizedString,0
A_Giuseppe,0
Ralf_Barkemeyer,0
Reducing_waste_of_food_left_on_plates:_Interventions_based_on_means-end_chain_analysis_of_customers_in_foodservice_sector,0
T.,0
A._Bernstad_Saraiva_Schott,0
Annual_Review_of_Environment_and_Resources,0
http://www.w3.org/2000/01/rdf-schema#range,0
The_carbon_footprint_of_bread,0
Julia_K._Steinberger,0
M.E.,0
Strategies_to_Reduce_Food_Loss_in_the_Global_South,0
Food_Labelling,0
SB_Sharma,0
0.915,0
"Practising_thrift_at_dinnertime:_Mealtime_leftovers,_sacrifice_and_family_membership",0
Florian_Güldenpfennig,0
"Swedish_University_of_Agricultural_Sciences,",0
National_food_waste_measurement_methodology,0
"Bows-Larkin,_A.",0
Applied_Intervention,0
Rodrigo_Lozano,0
H_Campbell,0
"Raquel,_D.R.",0
Adams,0
Dominik_Saner,0
Maria_Śmiechowska,0
Food_Losses_and_Food_Waste_in_the_Context_of_Sustainable_Development_of_the_Food_Sector,0
Briguglio,0
"AROUS,_S.A..",0
Assessing_U.S._food_wastage_and_opportunities_for_reduction,0
"Newsome,_R.",0
M_Vittuari,0
Mathematical_modelling,0
L._Ekelund,0
"France,_Czech_Rep.",0
Proceedings_of_the_Nutrition_Society,0
Johanna_F._Gollnhofer,0
Int._J._Food_System_Dynamics,0
Carly_Snider,0
"Food_waste_generation_and_potential_interventions_at_Rhodes_University,_South_Africa",0
PloS_one,0
D,0
Giving businesses directions on cutting waste,0
Kristina_Johansson,0
"May,_J..",0
Shin-ichi_Sakai,0
Whitehair,0
Food_Waste_and_Sustainable_Food_Waste_Management_in_the_Baltic_Sea_Region:_Ch3_Causes_of_Food_Waste_Generation,0
Neus_Escobar,0
Jean_M._Russell,0
0.634,0
Reduction_of_Food_Loss_and_Waste:_An_Exaggerated_Agitation,0
Italy,0
An_Overview_of_Food_Loss_and_Waste:_why_does_it_Matter?,0
Nudges_to_increase_recycling_and_reduce_waste:_Discussion_paper_No._2015–01,0
Anastasia_Veeramani,0
European_Journal_of_Sustainable_Development,0
Estimating_municipal_solid_waste_generation_by_different_activities_and_various_resident_groups_in_five_provinces_of_China,0
Matteo_Vittuari,0
26,0
"SAYCE,_S..",0
B_Gatersleben,0
2007-01-01T00:00:00,0
G_Garcia-Garcia,0
Texturing_waste:_Attachment_and_identity_in_every-day_consumption_and_waste_practices,0
N.K.L._Robinsona,0
The_“dark_side”_of_food_banks?_Exploring_emotional_responses_of_food_bank_receivers_in,0
"Information_strategy_failure:_personal_interaction_success,_in_urban_residential_food_waste_segregation",0
M_Mazzanti,0
Alan_M._Kelly,0
public_procurement_of_food_and_catering,0
"Desk_Review,_Interviews",0
Model_of_Chinese_Household_Kitchen_Waste_Separation_Behavior:_A_Case_Study_in_Beijing_City,0
Severine_Gojard,0
Food_waste_in_the_Finnish_food_chain,0
"Heikintalo,_N.",0
Strategies_to_reduce_plate_waste_in_primary_schools_–_experimental_evaluation,0
Kuishuang_Feng,0
Baroness_Scott_of_Needham_Market,0
Comparative_Assessment_of_the_Potential_Impact_of_Pesticides_Used_in_the_Catchment_of_Lake_Geneva,0
Food_Waste_Reduction_fund,0
"Influence_of_socio-demographical,_behavioural_and_attitudinal_factors_on_the_amount_of_avoidable_food_waste_generated_in_Finnish_householdsijcs",0
Food_Surplus_and_Its_Climate_Burdens,0
V_Stancu,0
Simon_Lockrey,0
YILDIRIM,0
Brian,0
retail_food_waste,0
Bree_Devin,0
Everyday_Ethics_of_Consumption_in_the_Austere_City,0
Oznur_Yurt,0
Taking_the_Transformation_Pathway_-_Food_Waste_Prevention_Measures_in_Day-Care_Centres_in_Copenhagen,0
32,0
A_problem_unstuck?_Evaluating_the_effectiveness_of_sticker_prompts_for_encouraging_household_food_waste_recycling_behaviour,0
Per-Anders_Hansson,0
Sander_Bruun,0
"La_Barbera,_F.",0
"Foth,_M..",0
Guido_Ferrari,0
benefits_and_risks_of_using_food_waste_in_animal_feed,0
Review/interview,0
Amy_Woodward,0
IFIP_International_Conference_on_Advances_in_Production_Management_Systems,0
Derek_Fawcett,0
A_Procedure_to_Transform_Recycling_Behavior_for_Source_Separation_of_Household_Waste,0
BD_Page,0
LAUREN_G._BLOCK,0
Sofia_Guedes_Vaz,0
Donata_Navickiene,0
BP,0
Life_cycle_assessment_of_supermarket_food_waste,0
Environmental_impacts_of_food_consumption_and_nutrition:_where_are_we_and_what_is_next?,0
New_School_Meal_Regulations_Increase_Fruit_Consumption_and_Do_Not_Increase_Total_Plate_Waste,0
Beth_Vallen,0
supply_chain_(confectionary)_food_waste,0
Supermarket_food_waste_-_Prevention_and_management_with_the_focus_on_reduced_waste_for_reduced_carbon_footprint,0
"The_social_value_of_rescuing_food,_nourishing_communities",0
"EL_BILALI,_H.",0
Countries,0
Science_of_the_Total_Environment,0
Mohamed_EL_AMRANI,0
EC_Gentil,0
A_Betz,0
Jørgen_Eilenberg,0
"Case_Study_(Interviews,_Participant_Observation)",0
A_performative_definition_of_waste_prevention,0
Rebecca_Walker_Reczek,0
Research_for_Rural_Development,0
Written_Messages_Improve_Edible_Food_Waste_Behaviors_in_a_University_Dining_Facility,0
Local_Environment,0
B.E._Mikkelsen,0
St._Catherine_University.,0
Philipp_DEBS,0
The_Grocer,0
The_State_of_America's_Wasted_Food_and_Opportunities_to_Make_a_Difference,0
One_Without_the_Other?_Behavioural_and_Incentive_Policies_for_Household_Waste_Management,0
PJ_Shaw,0
Krista_Rondeau,0
Pattayaporn_Unroj,0
Luca_Benvenuti,0
Lizas_D,0
Sara_SP_Rodrigues,0
http://www.w3.org/2001/XMLSchema#integer,0
Too_Many_Bananas:_Re-valuing_and_Re-using_Food_Waste_for_Human_Consumption,0
S._Easteal,0
Household_consumption_and_environmental_change:_Rethinking_the_policy_problem_through_narratives_of_food_practice,0
Household_food_waste_in_Morocco:_an_exploratory_survey,0
Public_opinion_and_awareness_towards_MSW_and_separate_collection_programmes:_A_sociological_procedure_for_selecting_areas_and_citizens_with_a_low_level_of_knowledge,0
"Southern_Agricultural_Economics_Association’s_2016_Annual_Meeting,",0
Jagdeep_Singh,0
Christian_Reynolds,0
Linkage_Between_Delivery_Frequency_and_Food_Waste:_Multiple_Case_Studies_of_a_Norwegian_Retail_Chain,0
H_Hansen,0
Understanding_the_mechanism_of_food_waste_management_by_using_stakeholder_analysis_and_social_network_model:_An_industrial_ecology_perspective,0
Inferring_shortfall_costs_and_integrating_environmental_costs_into_optimal_production_levels_for_an_all-you-care-to-eat_food_service_operation,0
"Boland,_J.",0
Effect_of_meal_portion_size_choice_on_plate_waste_generation_among_patients_with_different_nutritional_status._An_investigation_using_Dietary_Intake_Monitoring_System_(DIMS),0
Whitney_R_Robinson,0
1.102,0
Ethnographic_research,0
Food_Waste_and_Sustainable_Food_Waste_Management_in_the_Baltic_Sea_Region:_Ch7_The_State_of_the_Problem_of_Food_Waste_in_the_Baltic_Region_Countries,0
Coalition,0
"Silvennoinen,_K.",0
1.557,0
Food_waste_in_hospital,0
Communicating_GHG_mitigating_food_consumption_in-store:_An_observational_study_of_food_retailers_in_five_European_countries,0
E_Woolley,0
U_Koester,0
Katia_Lasaridi,0
"Utrecht_University,_The_Netherlands",0
Daniel_Vecchiato,0
International_Journal_of_Human_Computer_Studies,0
"De_Menna,_F..",0
LCA/_Material_Flow_Analysis,0
C_Muriana,0
Approaches_of_the_German_food_industry_for_addressing_the_issue_of_food_losses,0
Minimizing_Food_Waste_at_Google:_Creating_Production_Innovation_and_Purchasing_Practices,0
G_De_Feo,0
Reducing_food_loss_and_waste_while_improving_the_public's_health,0
S._Lebersorger,0
Jasmin_Küng,0
"Henderson,_K.E.",0
"CHARBEL,_L.",0
"Lit_Review,_Workshop",0
Carmen_J._Byker,0
Lund_University,0
M,0
A_manufacturing_approach_to_reducing_consumer_food_waste,0
Food_waste_in_the_Swiss_food_service_industry–Magnitude_and_potential_for_reduction,0
1.311,0
"Meacham,_T.",0
Muñoz,0
Estimating_Energy_and_Greenhouse_Gas_Emission_Savings_through_Food_Waste_Source_Reduction,0
Elena_Cristina_Rada,0
Ireland,0
College_students_perceptions_of_environmentally_conscious_eating_behaviors:_A_formative_evaluation,0
"Rusli,_I.F.",0
Of_Waste_and_Waists:_The_Effect_of_Plate_Material_on_Food_Consumption_and_Waste,0
intergovernmental,0
A._Giannetto,0
Y_Yuan,0
"AARHUS_UNIVERSITY,_DEPARTMENT_OF_ECONOMICS",0
"Kornum,_N.",0
http://www.w3.org/1999/02/22-rdf-syntax-ns#PlainLiteral,0
Brenna_Ellison,0
Paola_Garrone,0
tackling_food_waste_in_Europe_and_throughout_the_world,0
M_Siegrist,0
Helén_Williams,0
Shu_Wen_Ng,0
1.292,0
Z.Y._Lina,0
"Pascucci,_S..",0
"A circular economy encourages diversity of production, with shorter supply chains and reduced waste, creating local jobs and building resilience.",0
hospital_food_waste,0
"Choi,_J.H.J..",0
M._Loreto_Fenollosa,0
SF_Niaki,0
Indian_Journal_of_Agricultural_Sciences,0
Y_Onozaka,0
"O'Keefe,_L.",0
Alessandro_Cerutti,0
Journal_of_Marketing,0
How_biased_household_inventory_estimates_distort_shopping_and_storage_decisions,0
Technicolouring_the_fridge:_reducing_food_waste_through_uses_of_colour-coding_and_cameras,0
172,0
Experimental,0
SMEs,0
Atsushi_Santo,0
Kate_Parizeau,0
G._Venkatesh,0
L_Lähteenmäki,0
Paul_J._Catalano,0
"Case_Studies,_Conceptual_Framework",0
Baroness_Jenkin_of_Kennington,0
hospitality_&_catering_food_waste,0
Kelly_L._Haws,0
JC_Buzby,0
RA_Neff,0
Magnus_Bengtsson,0
Shannon_Plunkett,0
Brandt,0
Siddiqua_Yaqub,0
The_value_of_food_waste:_An_exploratory_study_on_retailing,0
1.422,0
Analysis_of_Secondary_Data,0
"Bouraoui,_F.",0
5.847,0
Jean-Daniel_M._Saphores,0
Why_and_what_did_we_throw_out?_Probing_on_Reflection_through_the_Food_Waste_Diary,0
The_extent_of_food_waste_generation_across_EU-27:_Different_calculation_methods_and_the_reliability_of_their_results,0
"Obrador,_B.",0
farmers,0
F._Schneider,0
The_Geographical_Journal,0
J_la_Cour_Jansen,0
Diet_change_and_food_loss_reduction:_What_is_their_combined_impact_on_global_water_use_and_scarcity?,0
Bearing_an_Open_“Pandora’s_Box”:_HCI_for_Reconciling_Everyday_Food_and_Sustainability,0
Energies,0
deliberateOn,0
Re-Introducing_Consumption_to_the_'Circular_Economy':_A_Sociotechnical_Analysis_of_Domestic_Food_Provisioning,0
Yasuhiko_Hotta,0
https://hansard.parliament.uk/Commons/2018-12-18/debates/181218104000014/ResourcesAndWasteStrategy?highlight=%22food%20waste%22#contribution-6AC2025B-A84E-4A1C-AFDA-3001029DC190,0
The_generative_mechanisms_of_‘food_waste’_in_South_Australian_household_settings,0
712,0
Guy_Robinson,0
f27dad70284dd4fb89d475092626a2100b16,0
8,0
Anna_Krzywoszynska,0
Christian_Willersinn,0
S._Spendrup,0
V.K.,0
19,0
Ligon,0
Poland,0
Brian_Wansink,0
Carmen_Priefer,0
food waste is utlised in generating large amount of energy,0
"Mashal,_R..",0
B_Pancino,0
C_Petersen,0
Estimated_Fresh_Produce_Shrink_and_Food_Loss_in_U.S._Supermarkets,0
M_Eriksson,0
M.P.R._Gordon,0
Journal_of_Consumer_Behaviour,0
Daniel_N._Warshawsky,0
http://www.w3.org/2000/01/rdf-schema#subPropertyOf,0
Valérie_Lengard_Almli,0
Monika_Radzymińska,0
enable policymakers to make key strategic decisions to prevent food waste,0
Rachel_Saputo,0
Making_better_use_of_what_we_have:_Strategies_to_minimize_food_waste_and_resource_inefficiency_in_Canada,0
B.C._Mulder,0
Effectiveness_of_the_food_recovery_at_the_retailing_stage_under_shelf_life_uncertainty:_An_application_to_Italian_food_chains,0
Household_Food_Wastage–A_case_study_of_middle_to_high_income_urban_households_in_the_City_of_Tshwane,0
"The_Parliamentary_Under-Secretary_of_State,_Department_for_Environment,_Food_and_Rural_Affairs",0
IH_Farooqi,0
LCA/_MRIO,0
Laurent_Guillier,0
Anna_Karin_Bernstad,0
Fredrik_Wikström,0
M.,0
"Owen,_L.",0
food_waste_measurement,0
"Bos,_U.",0
Are_households_feeding_habits_and_waste_management_practices_determinant_in_order_to_swing_over_food_waste_behaviours?_The_case_of_Barcelona_Metropolitan_Area.,0
Z_Zhou,0
China,0
G._Saija,0
Spain,0
Natural_Resources_Defense_Council,0
"Potato_food_waste_in_Swiss_households-quantity,_driving_factors_and_waste_behavior_of_consumers",0
Kerry_McCarthy,0
U_Baier,0
Brazil,0
Eric_B._Rimm,0
"Benton,_T.G..",0
Sandrine_Barrey,0
Abell_Foundation,0
Hai_Zhang,0
Journal_of_Public_Policy_&_Marketing,0
Recyclable household waste,0
United_Nations_General_Assembly,0
"Liu,_J.",0
D.Y._Xua,0
What_a_Waste!_Developing_the_Food_Waste-Preventing_Behaviors_Scale_–_A_Useful_Tool_to_Promote_Household_Food_Waste-Prevention,0
The_Hidden_Burden_of_Food_Waste:_The_Double_Energy_Waste_in_Italy,0
Chidsanuphong_Chart-asa,0
X_Wang,0
Science,0
"Singapore,_Clean_and/or_Green?:_Food_Waste_in_Singapore",0
University_of_Maine,0
"Uk,_Australia",0
"Cloke,_P.",0
An_analysis_of_a_community_food_waste_stream,0
"Karim_Ghani,_W.A.",0
Warning,0
DC_Jessop,0
"Porkka,_M.",0
Ximing_Cai,0
f27dad70284dd4fb89d475092626a2100b18,0
"Bucatariu,_C..",0
education_on_food_waste,0
Case_Study_(WCA_and_LCA),0
British_Medical_Journal,0
HM_Semakula,0
V_Fernandez,0
B_Wansink,0
S._Tripetchkul,0
modelling_and_extrapolation,0
Megala_Palanisamy,0
OJ_Hanssen,0
Barrett_Clausen,0
T_Bech-Larsen,0
helping farmers ensure the grains are sufficiently dried and tackle the main cause of post-harvest loss in grain,0
D_Blumenthal,0
Ali_Aljamal,0
Davide_Tonini,0
http://www.w3.org/2000/01/rdf-schema#comment,0
"The_Bulletin_of_the_Ecological_Society_of_America,",0
"Discussion_paper,_Norwegian_Agriculture_Economics_Research_Institute",0
"Clement,_J.",0
"Pagani,_M..",0
Retailer's_role_in_reducing_food_waste:_Case_study_of_Finnish_retailers,0
Investigating_the_drivers_of_household_food_waste_and_methods_to_increase_public_awareness,0
Linking_Local_Consumption_to_Global_Impacts,0
Product_Chain_Actors'_Potential_for_Greening_the_Product_Life_Cycle_The_Case_of_the_Swedish_Postfarm_Milk_Chain,0
Journal_of_Consumer_Culture,0
C_Chroni,0
Health_Affairs,0
Mohammad_Rafieef,0
Mobile_interaction_design_approaches_for_reducing_domestic_food_waste,0
2020-11-12T00:00:00,0
D_Evans,0
Proceedings_of_the_9th_International_Conference_on_Life_Cycle_Assessment_in_the_Agri-Food_Sec,0
KB_Kc,0
S_Denneman,0
C_Beretta,0
Bradley_J._Rickard,0
E_Marsh,0
Drewnowski,0
David_J._Tonjes,0
Ocado,0
Pegah_Amani,0
Journal_of_Material_Cycles_and_Waste_Management,0
http://www.w3.org/2000/01/rdf-schema#seeAlso,0
Adolfo_Villafiorita,0
BE_Roe,0
Chris_Vogliano,0
JP_Fry,0
Alan_Metcalfe,0
"Harokopio_University,_Greece",0
Juan-Antonio_Mondejar-Jim__enez,0
"Food_Waste_Drivers_in_Europe,_from_Identification_to_Possible_Interventions",0
"What_economic_theory_tells_us_about_the_impacts_of_reducing_food_losses_and/or_waste:_Implications_for_research,_policy_and_practice",0
activeIn,0
"Riverso,_R..",0
Sandrine_Costa,0
Citizen_Food_Waste_Prevention_Grant,0
"OECD_Food,_Agriculture_and_Fisheries_Papers_No._66",0
E_Birisci,0
Encourage_Food_Waste_Reduction,0
2.051,0
Ilona_de_Hooge,0
Catherine_L._Mah,0
Nudging'hotel_guests_to_reduce_food_waste_as_a_win–win_environmental_measure,0
Lisa_O’Malley,0
"Yaghi,_S.",0
Waste_Composition_Anaysis,0
Lucie_Sirieix,0
Alisha_R._Farris,0
M.M.,0
Z_Wen,0
A_Morone,0
"Factors_influencing_waste_separation_intention_of_residential_households_in_a_developing_country:_Evidence_from_Hanoi,_Vietnam",0
"Rahimifard,_S.",0
S_Lebersorger,0
1129,0
Determinants_influencing_conservation_behaviour:_Perceptions_of_Vietnamese_consumers,0
A_Methodology_for_Sustainable_Management_of_Food_Waste,0
Energy_demand_and_reduction_opportunities_in_the_UK_food_chain,0
Joshua_Wesana,0
Ulrich_Koester,0
ID_Williams,0
S_Rossaint,0
Environmental_impact_of_food_waste_bioconversion_by_insects:_Application_of_Life_Cycle_Assessment_to_process_using_Hermetia_illucens,0
S.,0
Cheryl_A._Robinson,0
Jennifer_Campuzano,0
"De_Pascale,_A.",0
FoodPrints_of_households,0
Identifying_motivations_and_barriers_to_minimising_household_food_waste,0
"Bakalis,_S..",0
312,0
"McWilliam,_S",0
Predicting_household_food_waste_reduction_using_an_extended_theory_of_planned_behaviour,0
Hingman_Leung,0
F._Wikstrom,0
Food_industry,0
"Literature_Review,_Framework",0
"Kramer,_G..",0
Plate_waste_in_hospitals_and_strategies_for_change,0
Food_Recovery_through_Donations_as_a_Response_to_Food_Waste:_A_Case_Study_of_Two_Grocery_Stores_Participating_in_a_Food_Recovery_Program_in_Boulder,0
Gay_Hawkins,0
Critical_Public_Health,0
M_Yabe,0
labour_shortages,0
Thailand,0
circular_economy,0
Evaluating_Students'_Ecological_Footprints:_Big_Data_on_a_Budget,0
Farmer_community,0
"University_of_Leicester,_UK",0
The_American_Journal_of_Clinical_Nutrition,0
http://www.w3.org/1999/02/22-rdf-syntax-ns#HTML,0
"Grizzetti,_B..",0
f27dad70284dd4fb89d475092626a2100b14,0
Action,0
Turkey,0
Food_for_Thought:_The_Food_Waste_Global_Issue,0
Is_the_degree_of_food_processing_and_convenience_linked_with_the_nutritional_quality_of_foods_purchased_by_US_households?,0
Ubicomp_Opportunities_for_Reducing_the_Environmental_Impacts_of_Food,0
Analytical_methods_for_waste_minimisation_in_the_convenience_food_industry,0
Households,0
G_K_Karanth,0
Applications_and_Perceptions_of_Date_Labeling_of_Food.,0
"LCA,_Secondary_Data",0
Japan,0
"Eating_from_the_bin:_salmon_heads,_waste_and_the_markets_that_make_them",0
Beyond_food_insecurity,0
Kenneth_W._Willman,0
American_Journal_of_Food_and_Nutrition,0
"Benton,_T.G.",0
Dahl,0
food_loss,0
Source_segregation_and_food_waste_prevention_activities_in_high-density_households_in_a_deprived_urban_area,0
From_Food_Waste_to_Donations:_The_Case_of_Marketplaces_in_Northern_Spain,0
Food_talks_back:_exploring_the_role_of_mobile_applications_in_reducing_domestic_food_wastage,0
Spinger:_Environmental_Science_and_Engineering,0
An_application_of_the_theory_of_planned_behaviour_to_study_the_influencing_factors_of_participation_in_source_separation_of_food_waste.,0
Danielle_Tougas,0
Government_Department,0
"Pictures_and_Perceptions_of_Household_Food_Waste_in_Guelph,_Ontario",0
Flinders_University,0
awardedTo,0
"Calabrò,_G.",0
M.K._Harder,0
A_Boldrin,0
British_Summer_Fruits,0
M_Li,0
Mediterranean,0
Person,0
Johanna_Mäkelä,0
Preventing_excess_food_from_going_into_dustbins,0
The_Right_to_Food_and_the_Rise_of_Charitable_Emergency_Food_Provision_in_the_United_Kingdom,0
Characterisation_of_UK_diets_according_to_degree_of_food_processing_and_associations_with_socio-demographics_and_obesity:_cross-sectional_analysis_of_UK_National_Diet_and_Nutrition_Survey_(2008–12),0
SI_Pirani,0
"148th_Seminar,_November_30-December_1,_2015,_The_Hague,_The_Netherlands",0
"Household-level_dynamics_of_food_waste_production_and_related_beliefs,_attitudes,_and_behaviours_in_Guelph,_Ontario",0
Hybrid_two-stage_planning_for_food_industry_overproduction_waste_minimization.,0
W_Bokelmann,0
Eleonora_Girelli,0
Joe_Luxmoore,0
Luís_M_Cunha,0
JF_Guthrie,0
Margo_E._Barker_a,0
invite,0
Nadali_Alavi,0
M_von_Massow,0
Stacy_A_Blondin,0
PL_González-Torre,0
Holly_Capell,0
Nancy_Lo,0
Proceedings_of_the_33rd_Annual_ACM_Conference_on_Human_Factors_in_Computing_Systems,0
Waste_Management,0
locatedIn,0
Wasting_food–an_insistent_behaviour,0
J.A._Stegemann,0
Journal_of_the_Association_for_Consumer_Research,0
Massimo_Canali,0
Ilona_E._de_Hooge,0
"Fisher,_W.",0
International_Association_of_Agricultural_Economists.,0
https://drive.google.com/file/d/1GN6ra3k5jG79T0jSelUDGGnjay_kKx7w/view?usp=sharing,0
S_Rahimifard,0
2019-02-21T00:00:00,0
Household_Cooperation_in_Waste_Management:_Initial_Conditions_and_Intervention,0
MA_Lawrence,0
Review_of_food_waste_prevention_on_an_international_level,0
Gregson,0
San_Joaquin_agricultural_law_review,0
Mike_von_Massow,0
Guy_M_ROBINSON,0
Miranda_Mirosa,0
Marjorie_R._Freedman,0
swtiching_materials,0
Survey_and_interviews,0
E_Blasi,0
.,0
Kristen_Rainey,0
"Kummu,_M.",0
Volker_Heinz,0
"Vanham,_D.",0
resultIn,0
Quantifying_food_waste_in_Hawaii's_food_supply_chain,0
Ali_Chalak,0
Lisa_McKnight-Yeates,0
